Ref_Interna,Marca,Modelo,Material,Color,Herrajes,Año_Fabricacion,Estado_General,Disponibilidad,Has_Box,Has_Papers,Has_Dustbag,Has_Receipt,Sourcing_Type,Precio_Retail_USD,Coste_Compra_EUR,Precio_Venta_EUR,Margen_Bruto_EUR,Margen_Pct,Descripcion_Corta
HP-48235,Fendi,Peekaboo ISeeU Small,Selleria,Craie,Champagne,2024,A - Excelente,En Stock (24h),True,True,True,False,Owned,5400,3041,5241,2200,42.0,Artesanía romana.
HP-12848,Celine,Luggage Nano,Drummed Calf,Gris Asfalto,Oro Viejo,2022,A - Excelente,Bajo Pedido (15 días),False,True,True,False,Owned,2600,1635,2409,774,32.1,El rostro inconfundible.
HP-43860,Hermès,Birkin 25,Togo,Gris Asfalto,Paladio (PHW),2021,AB - Muy bueno,En Stock (24h),True,False,True,False,Consignment,10400,7148,8761,1613,18.4,El bolso más deseado del mundo.
HP-53241,Chanel,Classic Flap Medium,Caviar,Gris Asfalto,Champagne,2025,A - Excelente,Bajo Pedido (15 días),False,False,True,True,Owned,10300,5748,9508,3760,39.5,El rey de la reventa. Piel resistente.
HP-30651,Hermès,Evelyne III PM,Clemence,Beige Trench,Paladio (PHW),2025,A - Excelente,En Sourcing,True,False,True,True,Consignment,3800,3136,3938,802,20.3,Casual y funcional con la H perforada.
HP-33827,Celine,Luggage Nano,Drummed Calf,Etoupe,Champagne,2021,A - Excelente,En Stock (24h),False,True,True,False,Owned,2600,1745,2380,635,26.7,El rostro inconfundible.
HP-24079,Fendi,Fendi First Small,Nappa,Gold,Oro Viejo,2020,B - Buen estado,En Stock (24h),True,True,True,False,Consignment,3400,1848,2336,488,20.9,La F arquitectónica.
HP-11345,Loewe,Hammock Compact,Soft Grain,Craie,Oro (GHW),2024,AB - Muy bueno,En Stock (24h),False,False,True,True,Owned,2950,1517,2480,963,38.8,Versatilidad total.
HP-53268,Hermès,Constance 18,Evercolor,Craie,Oro Viejo,2021,A - Excelente,Bajo Pedido (15 días),False,False,True,True,Owned,8900,5458,8658,3200,37.0,La H icónica. Perfecto para crossbody.
HP-90255,Louis Vuitton,Capucines BB,Taurillon,Craie,Oro Viejo,2025,A - Excelente,Bajo Pedido (15 días),False,False,True,False,Owned,6100,4079,5578,1499,26.9,La apuesta de LV por el ultra-lujo.
HP-56277,Louis Vuitton,Capucines BB,Taurillon,Etoupe,Rutenio,2019,B - Buen estado,En Stock (24h),True,False,True,True,Consignment,6100,3569,4272,703,16.5,La apuesta de LV por el ultra-lujo.
HP-87485,Chanel,Classic Flap Jumbo,Caviar,Craie,Champagne,2021,A - Excelente,En Stock (24h),False,True,True,True,Owned,11000,5602,9976,4374,43.8,Para quien necesita más espacio.
HP-31145,Chanel,2.55 Reissue 226,Aged Calfskin,Azul Marino,Rutenio,2024,AB - Muy bueno,Bajo Pedido (15 días),False,False,True,False,Owned,10300,6405,9274,2869,30.9,El original de Coco Chanel.
HP-89959,Prada,Re-Edition 2005,Re-Nylon,Verde,Champagne,2023,B - Buen estado,En Stock (24h),False,False,True,True,Owned,1980,780,1382,602,43.5,El icono del Y2K.
HP-45869,Chanel,Classic Flap Small,Lambskin,Beige Trench,Rutenio,2023,A - Excelente,Bajo Pedido (15 días),True,True,True,False,Owned,9600,5490,8946,3456,38.6,"Suavidad extrema, cuidado delicado."
HP-66580,Louis Vuitton,Multi Pochette Accessoires,Monogram,Gold,Rutenio,2021,N - Nuevo,Bajo Pedido (15 días),True,False,True,True,Consignment,2600,2469,3001,532,17.7,El favorito del Street Style.
HP-99388,Fendi,Fendi First Small,Nappa,Verde,Rutenio,2022,A - Excelente,Bajo Pedido (15 días),False,True,True,True,Consignment,3400,2605,3331,726,21.8,La F arquitectónica.
HP-63900,Dior,Saddle Bag,Oblique Jacquard,Rouge H,Oro (GHW),2020,B - Buen estado,En Stock (24h),True,True,True,False,Consignment,4200,2401,2835,434,15.3,El retorno del icono de los 2000.
HP-90919,Chanel,Chanel 19 Large,Goatskin,Gold,Paladio (PHW),2018,A - Excelente,En Stock (24h),True,True,True,True,Owned,7100,5552,7674,2122,27.6,Modernidad con acolchado maxi.
HP-59304,Loewe,Flamenco Clutch,Nappa Calf,Craie,Rutenio,2022,A - Excelente,En Stock (24h),False,True,True,False,Owned,2450,1558,2238,680,30.3,Suavidad y nudos característicos.
HP-81621,Chanel,2.55 Reissue 226,Aged Calfskin,Etoupe,Champagne,2019,A - Excelente,En Sourcing,True,True,True,False,Owned,10300,7142,9914,2772,28.0,El original de Coco Chanel.
HP-76131,Gucci,Marmont Matelassé Small,Leather,Verde,Champagne,2019,AB - Muy bueno,En Stock (24h),False,False,True,False,Owned,2550,1390,2091,701,33.5,El superventas de la década.
HP-74393,Gucci,Marmont Matelassé Small,Leather,Azul Marino,Rutenio,2021,N - Nuevo,En Stock (24h),True,False,True,False,Owned,2550,1996,3093,1097,35.5,El superventas de la década.
HP-62164,Bottega Veneta,Jodie Teen,Suede Intrecciato,Gris Asfalto,Champagne,2021,A - Excelente,En Stock (24h),False,False,True,False,Owned,3500,1770,3184,1414,44.4,Tamaño perfecto para diario.
HP-17384,Chanel,Classic Flap Small,Lambskin,Gris Asfalto,Champagne,2021,A - Excelente,En Stock (24h),False,True,True,False,Consignment,9600,7754,9198,1444,15.7,"Suavidad extrema, cuidado delicado."
HP-59895,Louis Vuitton,Speedy 25 Bandoulière,Damier Ebene,Etoupe,Paladio (PHW),2021,A - Excelente,Bajo Pedido (15 días),True,True,True,False,Consignment,1800,1478,1830,352,19.2,Icono urbano indestructible.
HP-21744,Bottega Veneta,Jodie Teen,Suede Intrecciato,Verde,Rutenio,2018,A - Excelente,Bajo Pedido (15 días),True,True,True,False,Owned,3500,1824,3181,1357,42.6,Tamaño perfecto para diario.
HP-53632,Chanel,Classic Flap Small,Lambskin,Gris Asfalto,Champagne,2025,N - Nuevo,En Stock (24h),False,True,True,False,Owned,9600,7929,12314,4385,35.6,"Suavidad extrema, cuidado delicado."
HP-34411,Gucci,Jackie 1961 Small,GG Supreme,Azul Marino,Oro (GHW),2024,B - Buen estado,En Stock (24h),False,True,True,False,Owned,2950,1333,2051,718,35.0,El hobo bag renacido.
HP-60608,Fendi,Fendi First Small,Nappa,Azul Marino,Oro Viejo,2022,N - Nuevo,En Stock (24h),False,False,True,False,Consignment,3400,3087,3906,819,20.9,La F arquitectónica.
HP-41926,Loewe,Gate Dual Mini,Soft Calf,Etoupe,Oro Viejo,2020,AB - Muy bueno,Bajo Pedido (15 días),False,True,True,False,Consignment,1950,1308,1654,346,20.9,El saddle bag español.
HP-77846,Dior,Lady Dior ABC (Small),Lambskin,Gold,Rutenio,2022,A - Excelente,Reservado,False,True,True,True,Owned,5900,4361,5831,1470,25.2,El bolso de la Princesa Diana.
HP-29977,Hermès,Evelyne III PM,Clemence,Negro,Oro (GHW),2020,A - Excelente,En Stock (24h),True,True,True,False,Owned,3800,2102,3563,1461,41.0,Casual y funcional con la H perforada.
HP-52161,Gucci,Marmont Matelassé Small,Leather,Craie,Oro (GHW),2019,AB - Muy bueno,En Stock (24h),False,True,True,False,Consignment,2550,1711,2065,354,17.1,El superventas de la década.
HP-99914,Chanel,Classic Flap Jumbo,Caviar,Negro,Paladio (PHW),2018,B - Buen estado,Bajo Pedido (15 días),True,True,True,True,Owned,11000,5641,9592,3951,41.2,Para quien necesita más espacio.
HP-82909,Bottega Veneta,Jodie Teen,Suede Intrecciato,Beige Trench,Oro Viejo,2023,A - Excelente,Bajo Pedido (15 días),True,False,True,False,Owned,3500,1928,3323,1395,42.0,Tamaño perfecto para diario.
HP-46848,Dior,Lady Dior Mini,Satin/Strass,Beige Trench,Rutenio,2021,A - Excelente,En Stock (24h),True,False,True,True,Owned,5300,3836,5186,1350,26.0,Joya de noche.
HP-63876,Hermès,Kelly 25 Retourne,Swift,Verde,Paladio (PHW),2023,B - Buen estado,En Stock (24h),True,True,True,False,Owned,11800,6211,8656,2445,28.2,Acabado suave y relajado.
HP-56445,Chanel,Boy Bag Old Medium,Calfskin,Gris Asfalto,Oro (GHW),2019,A - Excelente,Bajo Pedido (15 días),True,True,True,True,Owned,6700,5340,7242,1902,26.3,Estilo rock-chic con bordes gráficos.
HP-72329,Chanel,Wallet on Chain (WOC),Caviar,Gold,Champagne,2022,A - Excelente,Bajo Pedido (15 días),False,True,True,True,Owned,3500,1855,3160,1305,41.3,El esencial de entrada a la marca.
HP-22613,Chanel,Boy Bag Old Medium,Calfskin,Etoupe,Paladio (PHW),2019,AB - Muy bueno,Bajo Pedido (15 días),True,True,True,False,Owned,6700,4266,6232,1966,31.5,Estilo rock-chic con bordes gráficos.
HP-69304,Celine,Triomphe Classique,Shiny Calf,Gold,Paladio (PHW),2023,A - Excelente,Bajo Pedido (15 días),False,True,True,False,Owned,3950,2189,3646,1457,40.0,El nuevo clásico parisino.
HP-35757,Louis Vuitton,Alma BB,Epi Leather,Gris Asfalto,Oro Viejo,2025,A - Excelente,Bajo Pedido (15 días),False,True,True,False,Owned,1980,1064,1837,773,42.0,Estructura Art Deco atemporal.
HP-12317,Louis Vuitton,Pochette Métis,Monogram Reverse,Verde,Paladio (PHW),2019,A - Excelente,Bajo Pedido (15 días),True,True,True,True,Owned,2700,1770,3134,1364,43.5,El satchel perfecto para diario.
HP-67341,Chanel,Classic Flap Medium,Caviar,Gold,Oro Viejo,2019,AB - Muy bueno,En Stock (24h),False,True,True,True,Owned,10300,7125,9568,2443,25.5,El rey de la reventa. Piel resistente.
HP-63294,Celine,Triomphe Classique,Shiny Calf,Azul Marino,Oro (GHW),2020,N - Nuevo,En Stock (24h),True,False,True,False,Consignment,3950,4062,4896,834,17.0,El nuevo clásico parisino.
HP-70668,Loewe,Hammock Compact,Soft Grain,Gold,Champagne,2018,A - Excelente,En Stock (24h),True,True,True,False,Consignment,2950,2188,2761,573,20.7,Versatilidad total.
HP-46853,Loewe,Gate Dual Mini,Soft Calf,Gold,Oro (GHW),2024,A - Excelente,En Stock (24h),False,False,True,False,Owned,1950,1261,1766,505,28.6,El saddle bag español.
HP-18461,Loewe,Puzzle Small,Classic Calf,Gris Asfalto,Champagne,2022,AB - Muy bueno,En Stock (24h),True,False,True,False,Owned,3100,1832,2612,780,29.9,Obra maestra geométrica.
HP-73228,Loewe,Puzzle Small,Classic Calf,Craie,Oro (GHW),2021,AB - Muy bueno,En Stock (24h),True,False,True,False,Consignment,3100,2164,2748,584,21.2,Obra maestra geométrica.
HP-20901,Loewe,Hammock Compact,Soft Grain,Etoupe,Oro Viejo,2023,N - Nuevo,En Stock (24h),True,True,True,False,Consignment,2950,3057,3787,730,19.3,Versatilidad total.
HP-60810,Loewe,Flamenco Clutch,Nappa Calf,Rouge H,Champagne,2022,N - Nuevo,Bajo Pedido (15 días),False,False,True,False,Consignment,2450,2551,3211,660,20.5,Suavidad y nudos característicos.
HP-45399,Fendi,Baguette 1997,Zucca Canvas,Beige Trench,Oro (GHW),2021,A - Excelente,En Stock (24h),False,False,True,True,Owned,3200,2182,3216,1034,32.1,"It's not a bag, it's a Baguette."
HP-39194,Fendi,Baguette 1997,Zucca Canvas,Craie,Oro (GHW),2024,AB - Muy bueno,Bajo Pedido (15 días),True,True,True,True,Owned,3200,1842,3142,1300,41.4,"It's not a bag, it's a Baguette."
HP-41514,Hermès,Birkin 25,Togo,Verde,Oro Viejo,2020,B - Buen estado,Bajo Pedido (15 días),False,False,True,False,Owned,10400,5206,7647,2441,31.9,El bolso más deseado del mundo.
HP-96719,Chanel,Boy Bag Old Medium,Calfskin,Gold,Oro Viejo,2021,A - Excelente,Bajo Pedido (15 días),True,True,True,False,Owned,6700,4106,6468,2362,36.5,Estilo rock-chic con bordes gráficos.
HP-62457,Hermès,Evelyne III PM,Clemence,Etoupe,Oro (GHW),2024,AB - Muy bueno,Bajo Pedido (15 días),True,False,True,False,Consignment,3800,2877,3396,519,15.3,Casual y funcional con la H perforada.
HP-94302,Dior,Lady Dior ABC (Small),Lambskin,Etoupe,Oro (GHW),2020,N - Nuevo,Bajo Pedido (15 días),True,False,True,False,Consignment,5900,6280,7422,1142,15.4,El bolso de la Princesa Diana.
HP-38658,Bottega Veneta,Jodie Teen,Suede Intrecciato,Gris Asfalto,Oro (GHW),2022,N - Nuevo,Reservado,True,True,True,False,Consignment,3500,3615,4415,800,18.1,Tamaño perfecto para diario.
HP-44559,Prada,Re-Edition 2005,Re-Nylon,Rouge H,Champagne,2022,A - Excelente,Bajo Pedido (15 días),False,False,True,False,Consignment,1980,1629,1981,352,17.8,El icono del Y2K.
HP-96688,Chanel,Boy Bag Old Medium,Calfskin,Verde,Rutenio,2023,A - Excelente,En Stock (24h),False,True,True,True,Owned,6700,4151,6706,2555,38.1,Estilo rock-chic con bordes gráficos.
HP-69964,Loewe,Hammock Compact,Soft Grain,Gold,Champagne,2021,A - Excelente,Bajo Pedido (15 días),True,False,True,False,Owned,2950,1898,2867,969,33.8,Versatilidad total.
HP-50573,Fendi,Fendi First Small,Nappa,Verde,Champagne,2022,A - Excelente,En Stock (24h),False,False,True,False,Owned,3400,2170,3532,1362,38.5,La F arquitectónica.
HP-76656,Louis Vuitton,Speedy 25 Bandoulière,Damier Ebene,Gris Asfalto,Paladio (PHW),2021,AB - Muy bueno,En Stock (24h),False,True,True,True,Owned,1800,1096,1627,531,32.6,Icono urbano indestructible.
HP-17429,Chanel,Classic Flap Medium,Caviar,Azul Marino,Oro Viejo,2025,A - Excelente,En Stock (24h),True,True,True,False,Consignment,10300,8385,10372,1987,19.2,El rey de la reventa. Piel resistente.
HP-13140,Gucci,Marmont Matelassé Small,Leather,Negro,Oro Viejo,2025,A - Excelente,En Sourcing,False,True,True,False,Consignment,2550,1877,2353,476,20.2,El superventas de la década.
HP-20484,Hermès,Constance 18,Evercolor,Verde,Champagne,2022,B - Buen estado,En Sourcing,True,False,True,True,Consignment,8900,5420,6767,1347,19.9,La H icónica. Perfecto para crossbody.
HP-19206,Loewe,Gate Dual Mini,Soft Calf,Craie,Champagne,2021,A - Excelente,En Stock (24h),True,False,True,False,Owned,1950,1179,1775,596,33.5,El saddle bag español.
HP-78592,Fendi,Peekaboo ISeeU Small,Selleria,Etoupe,Oro Viejo,2022,AB - Muy bueno,En Stock (24h),True,True,True,False,Owned,5400,3063,4394,1331,30.3,Artesanía romana.
HP-51249,Bottega Veneta,Cassette Padded,Lambskin,Azul Marino,Oro (GHW),2024,A - Excelente,En Stock (24h),True,True,True,False,Owned,4500,3081,4200,1119,26.6,El Intrecciato maxi.
HP-85338,Celine,Triomphe Classique,Shiny Calf,Rouge H,Rutenio,2021,N - Nuevo,Reservado,False,False,True,False,Consignment,3950,4006,4921,915,18.6,El nuevo clásico parisino.
HP-73780,Bottega Veneta,The Pouch,Butter Calf,Rouge H,Paladio (PHW),2019,N - Nuevo,En Stock (24h),False,True,True,True,Owned,3200,2289,3758,1469,39.1,El clutch que inició la era.
HP-23016,Celine,Triomphe Classique,Shiny Calf,Etoupe,Paladio (PHW),2018,AB - Muy bueno,Bajo Pedido (15 días),True,False,True,True,Owned,3950,1896,3344,1448,43.3,El nuevo clásico parisino.
HP-62898,Louis Vuitton,Multi Pochette Accessoires,Monogram,Verde,Oro (GHW),2024,N - Nuevo,En Sourcing,False,True,True,False,Owned,2600,1856,3106,1250,40.2,El favorito del Street Style.
HP-82347,Fendi,Peekaboo ISeeU Small,Selleria,Gold,Rutenio,2024,AB - Muy bueno,Bajo Pedido (15 días),False,True,True,False,Owned,5400,3746,5007,1261,25.2,Artesanía romana.
HP-25201,Loewe,Puzzle Mini,Satin Calf,Etoupe,Champagne,2023,AB - Muy bueno,En Sourcing,True,False,True,False,Owned,2400,1546,2098,552,26.3,El favorito de las influencers.
HP-43827,Dior,Saddle Bag,Oblique Jacquard,Azul Marino,Champagne,2022,A - Excelente,En Stock (24h),False,False,True,True,Owned,4200,2214,3806,1592,41.8,El retorno del icono de los 2000.
HP-93275,Chanel,2.55 Reissue 226,Aged Calfskin,Rouge H,Champagne,2020,B - Buen estado,En Sourcing,False,False,True,False,Consignment,10300,5955,7066,1111,15.7,El original de Coco Chanel.
HP-18426,Fendi,Fendi First Small,Nappa,Gris Asfalto,Paladio (PHW),2018,N - Nuevo,En Stock (24h),False,True,True,False,Owned,3400,3111,4213,1102,26.1,La F arquitectónica.
HP-41336,Gucci,Dionysus Small,GG Supreme,Beige Trench,Champagne,2024,N - Nuevo,En Stock (24h),False,True,True,False,Consignment,2980,2950,3518,568,16.1,Cierre de cabeza de tigre mitológico.
HP-69852,Celine,Luggage Nano,Drummed Calf,Gold,Rutenio,2023,A - Excelente,En Sourcing,True,True,True,False,Owned,2600,1563,2402,839,34.9,El rostro inconfundible.
HP-58606,Celine,Triomphe Classique,Shiny Calf,Azul Marino,Oro (GHW),2021,AB - Muy bueno,En Stock (24h),False,True,True,True,Owned,3950,2106,3672,1566,42.6,El nuevo clásico parisino.
HP-48125,Loewe,Gate Dual Mini,Soft Calf,Gris Asfalto,Paladio (PHW),2020,A - Excelente,En Stock (24h),False,True,True,True,Owned,1950,1108,1912,804,42.0,El saddle bag español.
HP-43952,Hermès,Kelly 28 Sellier,Box Calf,Craie,Oro (GHW),2023,AB - Muy bueno,En Stock (24h),False,False,True,True,Consignment,12500,9402,11126,1724,15.5,Elegancia estructurada con costuras visibles.
HP-99949,Celine,Luggage Nano,Drummed Calf,Negro,Paladio (PHW),2023,AB - Muy bueno,En Sourcing,False,False,True,True,Owned,2600,1437,2300,863,37.5,El rostro inconfundible.
HP-42710,Hermès,Constance 18,Evercolor,Gris Asfalto,Oro Viejo,2021,N - Nuevo,En Sourcing,True,False,True,False,Owned,8900,7209,10229,3020,29.5,La H icónica. Perfecto para crossbody.
HP-25417,Hermès,Kelly 25 Retourne,Swift,Rouge H,Champagne,2025,AB - Muy bueno,Bajo Pedido (15 días),False,True,True,False,Consignment,11800,8315,9846,1531,15.5,Acabado suave y relajado.
HP-39178,Prada,Re-Edition 2005,Re-Nylon,Gold,Rutenio,2020,A - Excelente,Reservado,True,False,True,True,Owned,1980,1220,1798,578,32.1,El icono del Y2K.
HP-79143,Prada,Galleria Saffiano Small,Saffiano,Verde,Champagne,2023,AB - Muy bueno,En Stock (24h),False,True,True,False,Consignment,3600,2411,2948,537,18.2,El maletín ejecutivo.
HP-39502,Celine,Triomphe Classique,Shiny Calf,Gris Asfalto,Champagne,2023,A - Excelente,En Stock (24h),True,False,True,True,Consignment,3950,3198,3923,725,18.5,El nuevo clásico parisino.
HP-58427,Chanel,Boy Bag Old Medium,Calfskin,Verde,Champagne,2019,B - Buen estado,Bajo Pedido (15 días),False,False,True,False,Consignment,6700,3722,4684,962,20.5,Estilo rock-chic con bordes gráficos.
HP-86982,Chanel,Boy Bag Old Medium,Calfskin,Craie,Champagne,2020,N - Nuevo,En Stock (24h),False,False,True,False,Consignment,6700,7176,8528,1352,15.9,Estilo rock-chic con bordes gráficos.
HP-89439,Hermès,Evelyne III PM,Clemence,Gold,Champagne,2022,A - Excelente,En Stock (24h),True,True,True,False,Owned,3800,2511,3487,976,28.0,Casual y funcional con la H perforada.
HP-53760,Celine,Triomphe Classique,Shiny Calf,Negro,Paladio (PHW),2025,N - Nuevo,Bajo Pedido (15 días),False,False,True,False,Consignment,3950,4113,5039,926,18.4,El nuevo clásico parisino.
HP-48963,Fendi,Peekaboo ISeeU Small,Selleria,Azul Marino,Rutenio,2021,A - Excelente,En Stock (24h),True,True,True,False,Consignment,5400,4196,5009,813,16.2,Artesanía romana.
HP-20390,Louis Vuitton,Capucines BB,Taurillon,Craie,Champagne,2025,A - Excelente,Bajo Pedido (15 días),False,True,True,True,Owned,6100,3924,6310,2386,37.8,La apuesta de LV por el ultra-lujo.
HP-55650,Bottega Veneta,Jodie Mini,Intrecciato,Beige Trench,Oro (GHW),2024,A - Excelente,En Sourcing,False,False,True,False,Consignment,2650,2197,2657,460,17.3,El nudo viral.
HP-24963,Louis Vuitton,Alma BB,Epi Leather,Verde,Paladio (PHW),2023,A - Excelente,Bajo Pedido (15 días),False,True,True,True,Consignment,1980,1514,1868,354,18.9,Estructura Art Deco atemporal.
HP-89666,Louis Vuitton,Neverfull MM,Monogram,Gold,Rutenio,2021,AB - Muy bueno,En Stock (24h),False,False,True,False,Owned,1950,1002,1767,765,43.3,El tote más vendido de la historia.
HP-52831,Chanel,Classic Flap Jumbo,Caviar,Azul Marino,Oro Viejo,2021,A - Excelente,En Stock (24h),True,True,True,False,Owned,11000,7478,10497,3019,28.8,Para quien necesita más espacio.
HP-13835,Louis Vuitton,Multi Pochette Accessoires,Monogram,Beige Trench,Rutenio,2022,A - Excelente,En Sourcing,True,True,True,False,Consignment,2600,1930,2358,428,18.1,El favorito del Street Style.
HP-96984,Chanel,Classic Flap Jumbo,Caviar,Azul Marino,Oro (GHW),2019,A - Excelente,En Stock (24h),False,True,True,True,Owned,11000,6384,10628,4244,39.9,Para quien necesita más espacio.
HP-98703,Chanel,Wallet on Chain (WOC),Caviar,Etoupe,Champagne,2019,AB - Muy bueno,En Stock (24h),False,True,True,True,Consignment,3500,2540,3110,570,18.3,El esencial de entrada a la marca.
HP-40480,Chanel,Boy Bag Old Medium,Calfskin,Rouge H,Oro Viejo,2022,A - Excelente,Reservado,True,False,True,False,Owned,6700,4549,6378,1829,28.7,Estilo rock-chic con bordes gráficos.
HP-82198,Gucci,Horsebit 1955,GG Supreme,Craie,Rutenio,2023,N - Nuevo,En Stock (24h),False,True,True,False,Owned,2890,1932,3338,1406,42.1,Estilo ecuestre vintage.
HP-89041,Fendi,Baguette 1997,Zucca Canvas,Verde,Rutenio,2022,AB - Muy bueno,Bajo Pedido (15 días),False,True,True,True,Owned,3200,1894,2954,1060,35.9,"It's not a bag, it's a Baguette."
HP-98430,Chanel,Classic Flap Small,Lambskin,Etoupe,Oro Viejo,2022,AB - Muy bueno,En Stock (24h),True,True,True,True,Owned,9600,5642,9792,4150,42.4,"Suavidad extrema, cuidado delicado."
HP-96987,Louis Vuitton,Onthego GM,Giant Monogram,Etoupe,Champagne,2021,A - Excelente,En Stock (24h),True,False,True,False,Owned,3100,1792,3123,1331,42.6,Maxi logo para impacto visual.
HP-32819,Gucci,Diana Bamboo Small,Leather,Gold,Champagne,2021,AB - Muy bueno,En Stock (24h),True,True,True,True,Consignment,3600,2829,3626,797,22.0,Asas de bambú neón.
HP-12073,Hermès,Constance 18,Evercolor,Gold,Champagne,2022,N - Nuevo,En Stock (24h),True,True,True,True,Consignment,8900,9692,11930,2238,18.8,La H icónica. Perfecto para crossbody.
HP-81783,Loewe,Puzzle Mini,Satin Calf,Etoupe,Paladio (PHW),2020,AB - Muy bueno,Bajo Pedido (15 días),True,False,True,True,Owned,2400,1344,2176,832,38.2,El favorito de las influencers.
HP-41693,Chanel,Classic Flap Small,Lambskin,Rouge H,Oro Viejo,2019,A - Excelente,Bajo Pedido (15 días),False,False,True,True,Consignment,9600,7404,8777,1373,15.6,"Suavidad extrema, cuidado delicado."
HP-70536,Dior,30 Montaigne,Box Calf,Craie,Rutenio,2021,A - Excelente,En Sourcing,True,False,True,True,Owned,3900,2898,4056,1158,28.5,Elegancia minimalista con cierre CD.
HP-47914,Chanel,Classic Flap Medium,Caviar,Etoupe,Oro Viejo,2024,A - Excelente,Reservado,True,False,True,True,Owned,10300,6634,9794,3160,32.3,El rey de la reventa. Piel resistente.
HP-70461,Chanel,Classic Flap Small,Lambskin,Gold,Oro Viejo,2021,A - Excelente,En Stock (24h),False,False,True,False,Consignment,9600,6895,8675,1780,20.5,"Suavidad extrema, cuidado delicado."
HP-56854,Hermès,Birkin 25,Togo,Gris Asfalto,Paladio (PHW),2018,AB - Muy bueno,En Stock (24h),False,True,True,True,Owned,10400,5868,9601,3733,38.9,El bolso más deseado del mundo.
HP-29218,Dior,Book Tote Medium,Toile de Jouy,Rouge H,Oro Viejo,2022,AB - Muy bueno,Reservado,False,True,True,True,Consignment,3300,2386,2909,523,18.0,El bolso de viaje de la élite.
HP-17456,Prada,Re-Edition 2005,Re-Nylon,Gold,Champagne,2019,AB - Muy bueno,En Sourcing,True,False,True,True,Owned,1980,1100,1831,731,39.9,El icono del Y2K.
HP-24361,Prada,Re-Edition 2005,Re-Nylon,Etoupe,Rutenio,2024,A - Excelente,En Stock (24h),True,True,True,False,Owned,1980,1496,2033,537,26.4,El icono del Y2K.
HP-92120,Loewe,Puzzle Mini,Satin Calf,Azul Marino,Paladio (PHW),2019,N - Nuevo,Bajo Pedido (15 días),True,True,True,True,Consignment,2400,2648,3302,654,19.8,El favorito de las influencers.
HP-65221,Prada,Cleo Brushed,Spazzolato,Azul Marino,Oro (GHW),2020,A - Excelente,En Stock (24h),True,False,True,True,Owned,2900,1674,2967,1293,43.6,Futurismo retro.
HP-46038,Celine,Triomphe Classique,Shiny Calf,Etoupe,Rutenio,2024,AB - Muy bueno,Reservado,False,True,True,True,Owned,3950,2455,3400,945,27.8,El nuevo clásico parisino.
HP-22090,Celine,Triomphe Classique,Shiny Calf,Verde,Paladio (PHW),2025,A - Excelente,Bajo Pedido (15 días),True,True,True,False,Consignment,3950,2970,3698,728,19.7,El nuevo clásico parisino.
HP-18584,Dior,Lady Dior Mini,Satin/Strass,Gold,Oro Viejo,2019,A - Excelente,En Stock (24h),True,False,True,False,Owned,5300,3174,5272,2098,39.8,Joya de noche.
HP-14957,Dior,Lady Dior ABC (Small),Lambskin,Rouge H,Oro (GHW),2024,A - Excelente,En Sourcing,False,True,True,False,Consignment,5900,4857,5940,1083,18.2,El bolso de la Princesa Diana.
HP-16109,Celine,Belt Bag Nano,Grained Calf,Gris Asfalto,Champagne,2024,A - Excelente,Bajo Pedido (15 días),True,False,True,True,Consignment,2300,1805,2169,364,16.8,Funcionalidad y discreción.
